"Sample","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE","SlideName","ScanLabel","ROILabel.x","SegmentLabel","Origin.Instrument.ID","CD31.CD34.","PanCK.","INS.","Other","PanCK..1","CD31.Islet","CD31..CD34.","PsnCK.","QCFlags","AOISurfaceArea","AOINucleiCount","ROICoordinateX","ROICoordinateY","RawReads","AlignedReads","DeduplicatedReads","TrimmedReads","StitchedReads","SequencingSaturation","SequencingSetID","UMIQ30","RTSQ30","GeoMxNgsPipelineVersion","LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0","organ_region","organ","ROI_type","AOI_target","Case","ROIID","SegmentID","ScanWidth","ScanHeight","ScanOffsetX","ScanOffsetY","ROIComments","sample_id","Slide","PancreasSection","ROILabel.y","Segment.Label","AOI.Nuclei.INS.Count","ROICoordinateX..pixels.","ROICoordinateY..pixels.","ROICoordinateX..µm.","ROICoordinateY..µm.","Main.Pancreatic.Duct.X..µm.","Main.Pancreatic.Duct.Y..µm.","Distance_from_Main_Duct"
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | INS+",0,0.01,0,0.379,0,0,0,0.204,0,0,0,0.004,0,0,0.067,0.079,0,0.024,0,0.009,0.203,0.021,0.83,0,1.13241076484174,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","001","PanCK+","2204G0420","False","True","False","False","False","False","False","False",NA,21770.894258,321,16485.3359375,44046.9765625,3179728,2901349,979402,3096290,3096290,66.2432199642304,"A00916:314:HMWLCDRX2",99,99.01,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","a3e5d670-95b7-4570-aee0-88f3c5e5f46d","70f5f4e6-0fbb-4013-9154-278b1284c0bb",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","001","INS+",260,16485.3,44047,6590.8,17570.3,9084.8,9648.8,8305
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | PanCK+",0,0,0.042,0.311,0,0.063,0.002,0.013,0.03,0,0,0.078,0,0.019,0.02,0.057,0.059,0.048,0.171,0,0,0.087,0.38,0.06,1.07402011148719,"P3-7A Ins/Syto/PanCK/CD3134 12-14-22","P3-7A Ins/Syto/PanCK/CD31CD34 12-14-22","013","PanCK+","1912G0062","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",16045.388617,121,30732.9453125,41268.66015625,3060409,2809998,414257,2989042,2989042,85.257747514411,"A00916:314:HMWLCDRX2",98.98,99.07,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Neck","Pancreas","islet_absent","duct_cells","P3","5e02d98d-5c15-4165-af0d-b17fd87103ee","e2e893a1-2564-4788-99c1-5d5d20814405",35459.3359375,59414.984375,6846,3060,NA,"sample01","P3-7A","P3-7A","013","INS-",NA,NA,NA,10447.7,14953.2,6054.5,15961.5,4507
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | CD31+CD34+",0,0,0.01,0,0,0.226,0,0.115,0,0.051,0.243,0,0.073,0.103,0,0,0.106,0.022,0,0,0.052,0,0.7,0.026,1.10947820713754,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","002","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",21449.519099,271,20852.609375,47087.09375,217434,196988,66900,211194,211194,66.0385404187057,"A00916:314:HMWLCDRX2",98.89,98.94,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","5bdbe8b4-bbe9-4428-9f4e-1c17ecd14da2","99e75126-a222-4a27-bf23-8d6ebd10ed65",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","002","INS+",89,20852.6,47087.1,8336.9,18783,9084.8,9648.8,9165
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 010 | CD31+CD34+",0,0.076,0,0.098,0.049,0.02,0,0,0.063,0,0,0.09,0.147,0,0.052,0,0.118,0,0,0.277,0.01,0,0.83,0,1.09009514923301,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","003","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",15314.044665,247,20092.267578125,40720.2421875,2684724,2458898,739008,2621230,2621230,69.9455609789426,"A00916:314:HMWLCDRX2",99,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","c63e4aaf-a965-4fd8-a726-e2d83a63a9d2","698c47ad-ab30-47bd-8ffa-8603349a3020",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","003","INS+",72,20092.3,40720.2,8032.9,16243.3,9084.8,9648.8,6678
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 010 | Other",0.128,0,0,0.277,0.07,0,0,0.015,0,0,0,0.105,0.116,0,0.051,0.059,0,0,0,0.088,0.089,0,0.88,-0.007,1.10384815940019,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","004","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",13098.709203,197,15272.220703125,49212.265625,1619271,1474850,484254,1575235,1575235,67.165881276062,"A00916:314:HMWLCDRX2",98.99,98.99,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","3379f8f8-2e2b-4cb6-877f-87e1a82ad714","17602cf7-e98a-4809-a862-222d3ecb9ebb",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","004","INS+",124,15272.2,49212.3,6105.8,19630.8,9084.8,9648.8,10417
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 012 | Other",0.067,0,0,0.263,0,0,0,0.218,0,0,0,0.092,0.004,0,0.099,0,0.124,0,0,0.089,0,0.044,0.62,0.034,1.1019912667342,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","005","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",7462.602323,170,12686.869140625,50086.484375,1036282,950036,373433,1011677,1011677,60.6927526956873,"A00916:314:HMWLCDRX2",99.03,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","c70cdba7-30bd-4a28-990f-90c71948560c","19b0079a-f5e5-4439-88a4-19c9a5cd0433",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","005","INS+",208,12686.9,50086.5,5072.2,19979.5,9084.8,9648.8,11083
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 014 | CD31+CD34+",0,0.128,0,0.211,0,0,0.086,0,0.12,0,0.092,0,0,0.016,0,0.105,0.053,0.023,0.14,0,0,0.026,0.64,0.033,1.07456245822774,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","006","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",14664.117235,285,15978.3701171875,42573.421875,2170074,1980972,705058,2112657,2112657,64.408482300608,"A00916:314:HMWLCDRX2",98.96,98.98,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","5644ffb8-4324-43cc-b6b3-7afef038b221","12354e94-cb56-4eca-baf1-c949c6a84edb",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","006","INS+",263,15978.4,42573.4,6388.2,16982.5,9084.8,9648.8,7814
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 014 | Other",0,0.102,0,0.289,0,0,0.114,0.085,0,0,0,0.031,0,0.002,0.065,0.053,0.075,0,0,0.16,0.024,0,0.33,0.065,1.06684757311121,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","007","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",13705.573957,174,16025.93359375,33304.375,2598065,2381665,771495,2535417,2535417,67.6069052532577,"A00916:314:HMWLCDRX2",98.94,98.96,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","6cee0ed7-fd37-4715-9533-2023cc5f450d","4bcc0f7c-d03c-47c4-bf43-35e5d7abe655",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","007","INS+",117,16025.9,33304.4,6407.2,13285.1,9084.8,9648.8,4516
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 016 | CD31+CD34+",0.008,0,0.107,0.218,0.175,0,0.057,0.144,0,0,0,0.07,0.127,0,0,0.001,0,0,0,0.094,0,0,0.46,0.047,1.09933858384039,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","008","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",17071.001861,196,31611.142578125,9114.3212890625,2176331,1992818,652532,2122941,2122941,67.2558156339415,"A00916:314:HMWLCDRX2",99.02,99.05,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_present","duct_cells","P3","82a4174e-4b41-4f8d-a9e8-90af061c2759","9961cdae-7fa4-4ba2-adef-480d44befc54",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","008","INS+",105,31611.1,9114.3,12638.1,3635.7,9084.8,9648.8,6985
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 017 | Other",0,0.11,0.091,0.274,0,0,0,0.172,0,0,0,0.076,0.006,0,0.053,0.044,0.075,0,0,0.063,0,0.037,0.12,0.126,1.05120597978516,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","009","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",17956.019606,260,27954.2890625,10080.109375,1883875,1726552,542420,1841286,1841286,68.583627947493,"A00916:314:HMWLCDRX2",99.05,99.08,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_absent","duct_cells","P3","31ca58d9-4674-439d-9cb2-650e853e0a26","64381636-f728-42c0-851a-2e29b59f8383",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","009","INS-",NA,27954.3,10080.1,11176.1,4021,9084.8,9648.8,6004
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 018 | Other",0.058,0,0.078,0.323,0.043,0,0,0.099,0,0,0.001,0.046,0,0,0.043,0.01,0.117,0,0,0.098,0,0.084,0.09,0.139,1.04223079435951,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","010","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18703.874752,235,33057.31640625,21952.2109375,3245757,2959544,766995,3162173,3162173,74.0840142940939,"A00916:314:HMWLCDRX2",99.03,98.98,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_absent","duct_cells","P3","dad635f6-b586-48f6-ba34-4e169beea4cc","1dc9c4f7-b2cf-4374-84e6-83c50bfc9dc2",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","010","INS-",NA,33057.3,21952.2,13216.3,8756.7,9084.8,9648.8,4227
"P2-19 Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 020 | CD31+CD34+",0.151,0,0.088,0.315,0,0,0.059,0,0.011,0,0.001,0,0.095,0,0.02,0,0.148,0,0,0.038,0.075,0,0.12,0.126,1.03722336244544,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","011","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",13322.156646,124,9878.458984375,18843.19140625,1265864,1154924,401709,1232936,1232936,65.2177112952887,"A00916:314:HMWLCDRX2",99.09,99.03,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_absent","duct_cells","P3","992e35dd-2d1e-4405-8596-bcfe6a6a254d","28be27c6-7dc9-494b-90b2-65c0b9d3b02c",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","011","INS-",NA,9878.5,18843.2,3949.4,7516.5,9084.8,9648.8,5560
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 001 | Other",0,0,0.083,0.164,0,0,0,0.146,0,0,0.055,0.039,0,0.039,0.107,0.055,0.03,0,0,0.174,0,0.108,0.44,0.051,1.0728521177723,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","012","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",21704.386347,197,12133.6298828125,9101.7294921875,2487414,2271449,790994,2421923,2421923,65.1766779707579,"A00916:314:HMWLCDRX2",98.96,99.02,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_absent","duct_cells","P3","4534fcd1-7eb7-41d7-96e6-8a55fa9f581b","80a57d74-3bee-47b6-95c6-fe926f2b4028",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","012","INS-",NA,12133.6,9101.7,4851,3630.7,9084.8,9648.8,7358
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | INS+",0.051,0,0,0.297,0,0,0,0.154,0,0,0,0.078,0,0,0,0.195,0.014,0.039,0.146,0,0,0.026,0.82,0.003,1.10170076067365,"P3-9A Ins/Syto83/PanCK/CD3134 12-9-22","P3-9A Ins/Syto/PanCK/CD31CD34 12-9-22","013","PanCK+","2204G0420","False","True","False","False","False","False","False","False",NA,17648.839181,214,38079.99609375,7653.91552734375,3166689,2897679,682238,3087789,3087789,76.4557081719542,"A00916:314:HMWLCDRX2",99.01,98.97,"DRAGEN_GeoMx_3.8.4-96","HWTA21003","Body","Pancreas","islet_absent","duct_cells","P3","7b1b7fb1-be49-4252-aa2d-2d16b20eae60","b19b3aba-f1f0-4ad6-b4c5-79d80d674c2c",35370.57421875,59233.2421875,6890,3151,NA,"sample01","P3-9A","P3-9A","013","INS-",NA,38080,7653.9,15224.4,3053.1,9084.8,9648.8,9011
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 002 | Other",0,0.053,0,0.21,0,0,0,0.298,0,0,0,0.102,0,0,0.059,0,0.129,0,0,0.137,0,0.012,0.47,0.047,1.10019121005431,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","001","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",21734.379166,310,13481.388671875,16212.6533203125,1621108,1523831,319121,1580576,1580576,79.0579795266011,"LH00339:67:2232MVLT1",99.58,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","4369fc0b-de63-41b0-9623-eab269c55332","63e8e45f-1b2f-4aa7-8ac0-6a0038f93dd2",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","001","INS+",91,13481.39,16212.65,5376.38,6455.88,7939.3,12654.1,6707.2
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 004 | INS+",0.132,0,0,0.32,0,0,0.046,0.187,0,0,0,0.059,0.126,0,0.036,0,0.046,0,0,0.026,0.022,0,0.74,0.02,1.11321046924894,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","002","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",22617.448981,301,21037.423828125,23833.021484375,2179261,2049398,393596,2125980,2125980,80.79455527916,"LH00339:67:2232MVLT1",99.58,99.58,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","acf7bb6d-ccf0-4143-9851-b0f9e2c21a30","8a2a61ff-926e-4885-b976-538d9886c8f0",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","002","INS+",158,21037.42,23833.02,8389.72,9490.31,7939.3,12654.1,3195.7
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | INS+",0.17,0,0,0.341,0,0,0,0.139,0.001,0,0.091,0,0.107,0,0.049,0,0.034,0,0,0.068,0,0,0.56,0.037,1.10950695822319,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","003","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",18316.433706,295,8595.21875,35005.48828125,1616186,1519174,351414,1576563,1576563,76.8680875265111,"LH00339:67:2232MVLT1",99.62,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","5b6c80b0-662a-4c63-a371-b9a21ae39c40","f6216d1e-6689-4c0c-ae56-4e89e0da4792",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","003","INS+",92,8595.22,35005.49,3427.77,13939.19,7939.3,12654.1,4691
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 005 | Other",0,0.019,0,0.276,0,0,0,0.223,0.03,0,0,0.069,0.036,0,0.014,0.011,0.114,0.086,0,0.101,0.013,0.009,0.5,0.044,1.09574261749654,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","004","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",23454.626479,373,33800.03125,42514.65234375,2860626,2687312,585354,2790838,2790838,78.217862309996,"LH00339:67:2232MVLT1",99.57,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","197b77ce-967b-4da0-ada4-aa88a103f710","187b9c7e-b461-4694-9b51-7c5df40711cd",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","004","INS+",107,33800.03,42514.65,13479.45,16929.33,7939.3,12654.1,6997.9
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 007 | Other",0,0.102,0,0.165,0.045,0,0,0.182,0,0,0,0.067,0.115,0,0,0,0.044,0.065,0,0.21,0.005,0,0.77,0.015,1.0897771703981,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","005","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",21355.013263,311,39058.68359375,51199.52734375,1847847,1730265,476148,1797543,1797543,72.4812095257085,"LH00339:67:2232MVLT1",99.64,99.68,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","bb170e26-f129-48fb-bbf0-25768339227b","444b8f47-ea72-4ff4-bc13-437994254043",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","005","INS+",118,39058.68,51199.53,15576.6,20387.65,7939.3,12654.1,10869
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 008 | PanCK+",0,0,0,0.132,0,0.149,0.14,0.037,0,0,0,0.091,0.093,0.003,0.102,0,0.093,0,0.091,0,0,0.068,0.88,-0.008,1.09480667297578,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","006","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",20978.664501,300,25277.09765625,43246.35546875,2536596,2382305,487092,2473136,2473136,79.553751513765,"LH00339:67:2232MVLT1",99.61,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","06a8fb68-02a8-4071-90ee-b9e5b732beac","23a3a38b-ed55-46e8-97ff-b96a06e4b633",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","006","INS+",127,25277.1,43246.36,10080.51,17220.7,7939.3,12654.1,5043.7
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 009 | PanCK+",0.178,0,0,0.14,0,0,0,0.191,0,0,0,0.063,0.09,0.012,0.049,0,0.044,0.006,0,0.117,0.111,0,0.87,-0.005,1.09237683812621,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","007","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",20052.401917,312,29277.5859375,33895.30859375,2076237,1951122,457337,2026187,2026187,76.5603073513599,"LH00339:67:2232MVLT1",99.61,99.62,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","3866ffae-c2b9-4a19-825f-4cac1f18e55e","4a1b2823-99cd-4af1-ab4b-6f223c6df360",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","007","INS+",106,29277.59,33895.31,11675.9,13497.11,7939.3,12654.1,3830.5
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 010 | Other",0.075,0,0,0.093,0,0.038,0,0.187,0.077,0,0.043,0,0.075,0.064,0.008,0.029,0.105,0.061,0.144,0,0,0,0.65,0.031,1.07015149306999,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","008","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",17734.919291,286,36976.25,27695.00390625,1386708,1299910,313474,1349468,1349468,75.8849458808687,"LH00339:67:2232MVLT1",99.58,99.56,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_present","duct_cells","P4","24ea1080-510f-4bf3-b96d-f610e67a6365","1617681e-04ab-41c2-a296-eeca5e6ee817",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A","P4-12A","008","INS+",178,36976.25,27695,14746.13,11028.15,7939.3,12654.1,6998.3
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 011 | PanCK+",0.071,0,0,0.37,0,0,0.003,0.164,0,0,0,0.09,0,0,0.017,0.047,0.115,0,0.041,0.069,0,0.015,0.5,0.042,1.10705070027481,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","009","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",12609.906664,172,30048.232421875,16026.3837890625,902926,849347,201717,880335,880335,76.2503429104948,"LH00339:67:2232MVLT1",99.59,99.61,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_absent","duct_cells","P4","5dcd8678-7be4-462f-8421-9cbe7a189211","2e5e4a33-e152-4dca-aeb1-e17538d41521",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 012 | PanCK+",0.063,0,0.04,0.495,0,0,0,0.168,0.016,0,0,0,0.077,0.012,0,0.01,0.08,0,0,0,0.038,0,0.5,0.044,1.13135626781651,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","010","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",14666.485908,205,24662.662109375,26260.41796875,1213484,1141549,280390,1185345,1185345,75.4377604465511,"LH00339:67:2232MVLT1",99.57,99.62,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_absent","duct_cells","P4","e4fb4dd9-d7f9-4ecd-b509-e185a8507100","1a109dcf-d00a-4318-a907-705ae6de6d61",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P2-4AD Ins/Syto83/PanCK/CD3134 WTA 8-25-22 | 013 | PanCK+",0.049,0,0,0.301,0,0.122,0.028,0,0,0,0,0.105,0.005,0,0.042,0.04,0.129,0,0,0.129,0,0.049,0.61,0.034,1.09377557267161,"P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","P4-12A Ins/Syto83/PanCK/CD3134 5-16-24","011","PanCK+","2204G0420","False","True","False","False","False","False","False","False","Low Negative Probe Count for Probe Kit Human NGS Whole Transcriptome Atlas RNA_1.0",13409.449286,188,24233.630859375,31544.134765625,1216310,1143491,249586,1186110,1186110,78.1733306165068,"LH00339:67:2232MVLT1",99.62,99.6,"DRAGEN_GeoMx_3.8.4-96","HWTA21004","Body","Pancreas","islet_absent","duct_cells","P4","ffad49b3-af43-4c5b-94fd-e6ee4a60675a","7f5c97bb-618e-44d5-ba19-bf7c72e787a9",35578.75,50020.84765625,6786,7757,NA,"sample01","P4-12A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
